property_key,contractDate,price
p-f2034a169,2018-03-01,990000.0
p-7a3cd1308,2018-03-01,1279760.0
p-54274e226,2018-03-01,2350000.0
p-aa0423de1,2018-03-01,2158120.0
p-5c97c062f,2018-03-01,1048000.0
p-4bcaee2c1,2018-03-01,813000.0
p-938345399,2018-03-01,1180000.0
p-fe3ec1f0f,2018-03-01,720000.0
p-744875fe9,2018-03-01,1120000.0
p-de973e709,2018-03-01,1235000.0
p-4e52f7c6f,2018-03-01,599000.0
p-787461a77,2018-03-01,970000.0
p-07df34f72,2018-03-01,3500000.0
p-97564b727,2018-03-01,958000.0
p-9771300b4,2018-03-01,690000.0
p-fc0fba8c3,2018-03-01,1260000.0
p-deff1ee92,2018-03-01,1600000.0
p-57724e676,2018-03-01,11736300.0
p-13a7adeaf,2018-03-01,1375000.0
p-8bbfc4177,2018-03-01,1160000.0
p-112429ba9,2018-03-01,2050000.0
p-f196f392a,2018-03-01,650000.0
p-661a68a21,2018-03-01,2300000.0
p-dcbf4561c,2018-03-01,1795000.0
p-8d8938f12,2018-03-01,915000.0
p-5526a2435,2018-03-01,5215120.0
p-b765f1b43,2018-03-01,860000.0
p-77eb3a66f,2018-03-01,1428000.0
p-2f2dae2c0,2018-03-01,1125000.0
p-f5da66a09,2018-03-01,885000.0
p-df446e7bc,2018-03-01,1291000.0
p-993dc4b5c,2018-03-01,1500000.0
p-e66ba647e,2018-03-01,1360000.0
p-0518e3b0d,2018-03-01,1500000.0
p-e70ae3ad4,2018-03-01,1200000.0
p-1f190a02a,2018-03-01,2480000.0
p-17e684998,2018-03-01,1060000.0
p-7e73cf275,2018-03-01,1080000.0
p-31aa084b6,2018-03-01,1030000.0
p-82fc93f63,2018-03-01,1350000.0
p-b1706b033,2018-03-01,975000.0
p-2de2ca40a,2018-03-01,906000.0
p-7c2f19984,2018-03-01,858000.0
p-c8dfcbe57,2018-03-01,1723000.0
p-a00764c35,2018-03-01,1290000.0
p-57d2228e8,2018-03-01,838000.0
p-9640ce56f,2018-03-01,1200000.0
p-72cef1078,2018-03-01,1200000.0
p-10b510240,2018-03-01,1400000.0
p-11854c7ba,2018-03-01,915000.0
p-e65e73c8b,2018-03-01,1400000.0
p-2996e76dd,2018-03-01,1251000.0
p-937d64768,2018-03-01,825000.0
p-cfde1f850,2018-03-01,875000.0
p-2878badb7,2018-03-01,1980000.0
p-002b0cc93,2018-03-01,975000.0
p-684452481,2018-03-01,850000.0
p-77fb835be,2018-03-01,1200000.0
p-7af6da9b2,2018-03-01,1650000.0
p-dffe2af7a,2018-03-01,1530000.0
p-2ac3233b5,2018-03-01,990000.0
p-c77f2b36b,2018-03-01,2600000.0
p-8d09be85e,2018-03-01,1210000.0
p-21c43d1bf,2018-03-01,3630000.0
p-dd82a9425,2018-03-01,1380000.0
p-3dad3404b,2018-03-01,1268000.0
p-54a5b2043,2018-03-01,1880000.0
p-47aaa68d2,2018-03-01,1320000.0
p-ab5e933b6,2018-03-01,1210000.0
p-06207da7a,2018-03-01,2104800.0
p-72052a794,2018-03-01,2050000.0
p-b536ce020,2018-03-01,1558000.0
p-0b72d50f0,2018-03-01,1428888.0
p-2e690aea3,2018-03-01,1660000.0
p-9b0cae8c0,2018-03-01,620000.0
p-824359562,2018-03-01,765000.0
p-cddfdc2c4,2018-03-01,775000.0
p-f104bcb93,2018-03-01,969000.0
p-4206bb0f4,2018-03-01,1500000.0
p-54c3182ad,2018-03-01,1050000.0
p-694ce4942,2018-03-01,890000.0
p-41273ed74,2018-03-01,990000.0
p-d6d7c7773,2018-03-01,1345000.0
p-59a78827c,2018-03-01,1850000.0
p-59579703f,2018-03-01,2968000.0
p-2561c78c1,2018-03-01,2088000.0
p-71ac5929c,2018-03-01,3650000.0
p-a152b20b9,2018-03-01,2850000.0
p-c56518f30,2018-03-01,1022000.0
p-46525cd99,2018-03-01,1550000.0
p-2e80c7f01,2018-03-01,1630000.0
p-a58b37109,2018-03-01,898000.0
p-d8f0daab9,2018-03-01,888000.0
p-49e87860e,2018-03-01,1910000.0
p-58e387638,2018-03-01,1350000.0
p-2d4c2fa84,2018-03-01,1388000.0
p-ec5aacbce,2018-03-01,1118000.0
p-fd977298f,2018-03-01,938000.0
p-2664241d4,2018-03-01,2262000.0
p-1016e8798,2018-03-01,1250000.0
p-bd5d386e2,2018-03-01,870000.0
p-5e298c076,2018-03-01,740000.0
p-0e11f0d13,2018-03-01,1330000.0
p-6a7d66006,2018-03-01,975000.0
p-1436296d8,2018-03-01,1420000.0
p-d1089216b,2018-03-01,1300000.0
p-aa4a095c4,2018-03-01,3900000.0
p-969a4d1e7,2018-03-01,760000.0
p-d128cce72,2018-03-01,1900000.0
p-d0e995281,2018-03-01,1550000.0
p-ecdfb614f,2018-03-01,895000.0
p-bac1be693,2018-03-01,940000.0
p-eae708aa4,2018-03-01,1318000.0
p-4d32209d7,2018-03-01,885000.0
p-48dee2256,2018-03-01,1118000.0
p-1122ecb19,2018-03-01,1520000.0
p-3aa675673,2018-03-01,2450000.0
p-3cbc7a19a,2018-03-01,905000.0
p-3c6b34d2c,2018-03-01,1800000.0
p-99818b264,2018-03-01,745000.0
p-8ea6b4903,2018-03-01,2058000.0
p-9caefbf4f,2018-03-01,1430000.0
p-15e419ce8,2018-03-01,1938000.0
p-1621a94c0,2018-03-01,905000.0
p-4102a6147,2018-03-01,3000000.0
p-129947dcf,2018-03-01,1980000.0
p-e7b6f68e3,2018-03-01,1390000.0
p-deedfc878,2018-03-01,1558000.0
p-6f0647ec1,2018-03-01,1435000.0
p-c8da8dfbc,2018-03-01,2050000.0
p-d6008a462,2018-03-01,1620000.0
p-9ed572965,2018-03-01,1280000.0
p-781ee08fa,2018-03-01,1100000.0
p-a5d2a573f,2018-03-01,1889000.0
p-8f3ea2d53,2018-03-01,1250000.0
p-2d89ee033,2018-03-01,990000.0
p-307969fd7,2018-03-01,2270000.0
p-e83fd8994,2018-03-01,3560000.0
p-28b5e7b59,2018-03-01,1070000.0
p-dcf9dbc4e,2018-03-01,2406000.0
p-97010dded,2018-03-01,910000.0
p-36cb796eb,2018-03-01,1025000.0
p-adb342c0a,2018-03-01,1080000.0
p-ad34cc613,2018-03-01,7100000.0
p-19cc59aa2,2018-03-01,1185000.0
p-d2948c095,2018-03-01,1420000.0
p-0a65e34a9,2018-03-01,1300000.0
p-89d6ffc3d,2018-04-01,1400000.0
p-7529081f2,2018-04-01,738000.0
p-b21ddfd36,2018-04-01,3132500.0
p-b1ace2a03,2018-04-01,4500000.0
p-0c92e94b9,2018-04-01,1456000.0
p-1a1756632,2018-04-01,2800000.0
p-fcdb9db09,2018-04-01,1800000.0
p-8b0ccd36d,2018-04-01,925000.0
p-084fa1b52,2018-04-01,1480000.0
p-7f7c06f36,2018-04-01,1410000.0
p-4d50bdcbc,2018-04-01,1360000.0
p-39cbedefd,2018-04-01,595000.0
p-2ff161272,2018-04-01,890000.0
p-03ceb2a1e,2018-04-01,1630000.0
p-698a674f8,2018-04-01,1400000.0
p-1f5216874,2018-04-01,900000.0
p-c3f8aa2f5,2018-04-01,1230000.0
p-911a669a9,2018-04-01,1060000.0
p-f4c54b5b9,2018-04-01,1108000.0
p-d8a4e2e03,2018-04-01,2230000.0
p-09a16ca48,2018-04-01,905000.0
p-03e058809,2018-04-01,900000.0
p-343387f11,2018-04-01,1300000.0
p-74aaa73c1,2018-04-01,3950000.0
p-aa1454332,2018-04-01,1060000.0
p-ed0d329d9,2018-04-01,900000.0
p-dad80bf37,2018-04-01,860000.0
p-44e5b1ced,2018-04-01,1030000.0
p-8f1fdee04,2018-04-01,820000.0
p-255433efc,2018-04-01,920000.0
p-135b2b526,2018-04-01,1350000.0
p-319fad9fa,2018-04-01,1880000.0
p-adba72c48,2018-04-01,1083000.0
p-566c80491,2018-04-01,2900000.0
p-0525c5c11,2018-04-01,1350000.0
p-dd2958c63,2018-04-01,743000.0
p-bed6b4468,2018-04-01,705000.0
p-bcfb371f0,2018-04-01,938000.0
p-96571ffa9,2018-04-01,920000.0
p-c5cff0532,2018-04-01,1250000.0
p-95711cc5c,2018-04-01,1780000.0
p-5ad206c13,2018-04-01,1850000.0
p-d1fe6c442,2018-04-01,7300000.0
p-75f993a2e,2018-04-01,1440000.0
p-572ccda67,2018-04-01,1020000.0
p-b730257a0,2018-04-01,750000.0
p-0271bdf34,2018-04-01,1280000.0
p-773615efa,2018-04-01,2700000.0
p-a618e8277,2018-04-01,1800000.0
p-b7538f52d,2018-04-01,2300000.0
p-c7b2dc8e9,2018-04-01,1030000.0
p-8448daf2f,2018-04-01,2800000.0
p-28cffd23c,2018-04-01,1750000.0
p-188d78395,2018-04-01,1506153.5
p-22effa82c,2018-04-01,1620000.0
p-c87e64dc1,2018-04-01,1788000.0
p-e55bd8b3c,2018-04-01,3900000.0
p-266506cad,2018-04-01,2780000.0
p-b507c18f3,2018-04-01,880880.0
p-4da17a522,2018-04-01,1130000.0
p-963074d90,2018-04-01,960000.0
p-f616eb515,2018-04-01,800000.0
p-182a94662,2018-04-01,630000.0
p-e5fac76bf,2018-04-01,713000.0
p-34dfdf337,2018-04-01,900000.0
p-9d39aedab,2018-04-01,785000.0
p-4903fc728,2018-04-01,650000.0
p-642215858,2018-04-01,828888.0
p-6d55a5eb7,2018-04-01,700000.0
p-550be43f9,2018-04-01,1500000.0
p-5dc041a2e,2018-04-01,1180000.0
p-4cc0d56cc,2018-04-01,1460000.0
p-b25f3eb7f,2018-04-01,1865000.0
p-4a27c4c7c,2018-04-01,670000.0
p-ad7a3bd03,2018-04-01,1380300.0
p-2f6430f7d,2018-04-01,1950000.0
p-3e33bbb43,2018-04-01,1920000.0
p-6b6aff692,2018-04-01,2150000.0
p-0584e38da,2018-04-01,1100000.0
p-13f1d7679,2018-04-01,1165000.0
p-6fcd7a75f,2018-04-01,1290000.0
p-bf8d40864,2018-04-01,1330000.0
p-8929d361f,2018-04-01,1350000.0
p-f27bc5d26,2018-04-01,1100000.0
p-37c4dd03a,2018-04-01,965000.0
p-4d1d6c6a1,2018-04-01,2349000.0
p-0383b2717,2018-04-01,1065000.0
p-e9c9a1912,2018-04-01,828000.0
p-0cc326c17,2018-04-01,3100000.0
p-3e4561b92,2018-04-01,1200000.0
p-c1509c826,2018-04-01,6199200.0
p-fee047c42,2018-04-01,1080000.0
p-a22ab62d1,2018-04-01,800000.0
p-9cca37ad1,2018-04-01,780000.0
p-f4d6d68ed,2018-04-01,915000.0
p-cad4ef915,2018-04-01,1088000.0
p-44d081c4b,2018-04-01,2080000.0
p-03e778f59,2018-04-01,960000.0
p-452dfb60e,2018-04-01,950000.0
p-579ad09a2,2018-04-01,1520000.0
p-4b6193c29,2018-04-01,1288000.0
p-e0ffe06fc,2018-04-01,893000.0
p-808332e5c,2018-04-01,860000.0
p-0a3cd025a,2018-04-01,1268000.0
p-8e71df74f,2018-04-01,850000.0
p-48a432b5e,2018-04-01,5700000.0
p-97afb0d4e,2018-04-01,1250000.0
p-d3952c11c,2018-04-01,1590000.0
p-8edbdc79c,2018-04-01,1320000.0
p-f1798f7a6,2018-04-01,1068000.0
p-ef67e5d56,2018-04-01,1530000.0
p-27790ef46,2018-04-01,775000.0
p-f993c88a0,2018-04-01,1420000.0
p-a76f30017,2018-04-01,950000.0
p-7304fb76e,2018-04-01,980000.0
p-5a68f7791,2018-04-01,1800000.0
p-31a0bf1da,2018-04-01,1510000.0
p-c1183d7aa,2018-04-01,1800000.0
p-5cd1c747c,2018-04-01,2180000.0
p-8278901ed,2018-04-01,3150000.0
p-ba37a31bd,2018-04-01,950000.0
p-52ed42b34,2018-04-01,1180000.0
p-21c43d1bf,2018-04-01,3537500.0
p-a5216ff4a,2018-04-01,1850200.0
p-3255112fb,2018-04-01,1020000.0
p-8a55ff8d1,2018-04-01,2200000.0
p-9172e6a04,2018-04-01,2380000.0
p-a3f2592bf,2018-04-01,1700000.0
p-ed4e863af,2018-04-01,3250000.0
p-f9d796f07,2018-04-01,2010000.0
p-8d051c0c9,2018-04-01,1290000.0
p-37445ac4f,2018-04-01,1180000.0
p-5f0a5ac9a,2018-04-01,1870000.0
p-65db0503e,2018-04-01,3400000.0
p-243e005c2,2018-04-01,930000.0
p-9c0da9c0e,2018-04-01,1340000.0
p-5523faeb9,2018-04-01,930000.0
p-76e0ab818,2018-04-01,1550000.0
p-a2e9265b3,2018-04-01,850000.0
p-00b297339,2018-04-01,2170000.0
p-10199183f,2018-04-01,1138000.0
p-72f68cdf1,2018-04-01,1000000.0
p-9e8013406,2018-04-01,1120000.0
p-7e967b053,2018-04-01,3120000.0
p-3e6d2cf2a,2018-04-01,1515000.0
p-93a7df5d6,2018-04-01,2961420.0
p-9f10af8e5,2018-04-01,1880000.0
p-bfa4b2d8b,2018-04-01,1320000.0
p-cba26f58c,2018-04-01,880000.0
p-58e034f36,2018-04-01,810000.0
p-19854bc18,2018-04-01,3100000.0
p-080ac00db,2018-04-01,940000.0
p-7c444642e,2018-04-01,1480000.0
p-a7fd7deb5,2018-04-01,1050000.0
p-bb95b869d,2018-04-01,1090000.0
p-b7a36101f,2018-04-01,1380000.0
p-68ab76896,2018-04-01,790500.0
p-d803b1a90,2018-04-01,5050000.0
p-3b0808b05,2018-04-01,1258000.0
p-11b391233,2018-04-01,3700000.0
p-d5949973b,2018-04-01,3481000.0
p-ff311cea1,2018-04-01,1160000.0
p-69b0035b6,2018-04-01,5388000.0
p-c74a361cd,2018-04-01,1808000.0
p-7dbc6b973,2018-04-01,1100000.0
p-bc8b515dd,2018-04-01,860000.0
p-ab59a32e7,2018-04-01,678000.0
p-500a23051,2018-04-01,740000.0
p-96da3abfc,2018-04-01,2560000.0
p-c6d4d62fa,2018-04-01,1730088.0
p-a61f0b434,2018-04-01,1350000.0
p-ddb56f440,2018-04-01,1450000.0
p-999450c5b,2018-04-01,1600000.0
p-5ce568f2f,2018-04-01,1420000.0
p-0d51ee95c,2018-04-01,5900000.0
p-61005a73c,2018-04-01,1480000.0
p-97bc3ad9f,2018-04-01,1800000.0
p-bd693fc22,2018-04-01,2330000.0
p-99b153b9f,2018-04-01,850000.0
p-da735625a,2018-04-01,1050000.0
p-061f921e4,2018-04-01,755000.0
p-938663ee4,2018-04-01,945000.0
p-911596668,2018-04-01,898000.0
p-72c174f4c,2018-04-01,890000.0
p-4c8743954,2018-04-01,4391010.0
p-cba73c2d5,2018-04-01,928000.0
p-054ba1143,2018-04-01,1185000.0
p-507722fa5,2018-04-01,1055000.0
p-5fb1d7ae7,2018-04-01,738000.0
p-2f70e8c62,2018-04-01,1656000.0
p-942164cfc,2018-04-01,680000.0
p-737b91064,2018-04-01,2800000.0
p-5994e66e3,2018-04-01,2549500.0
p-e2c2e0be6,2018-04-01,875000.0
p-5bfb49fff,2018-04-01,1069000.0
p-53946a3e8,2018-04-01,4454700.0
p-9c42e9d89,2018-04-01,1260000.0
p-ca72aa773,2018-04-01,865000.0
p-745c3fafb,2018-04-01,820000.0
p-e7db79883,2018-04-01,810000.0
p-4d3fcb5a3,2018-04-01,875000.0
p-a51de7fd9,2018-04-01,1045000.0
p-d1f279dd3,2018-04-01,3018000.0
p-88a005172,2018-04-01,3100000.0
p-24ede1ea5,2018-04-01,3300000.0
p-2e195432a,2018-04-01,1068000.0
p-380e36e62,2018-04-01,2600000.0
p-8084fc6ee,2018-04-01,1800000.0
p-51f78c6ac,2018-04-01,950000.0
p-58275361d,2018-04-01,1570000.0
p-860760c9b,2018-04-01,2000000.0
p-07a4b9616,2018-04-01,1380000.0
p-12ba201c0,2018-04-01,835000.0
p-3b5351967,2018-04-01,1621000.0
p-5fb940046,2018-04-01,2579500.0
p-4b4996505,2018-04-01,2280000.0
p-ea16696c3,2018-04-01,900000.0
p-41c797803,2018-04-01,800000.0
p-6c3483130,2018-04-01,1700000.0
p-23c59e1ca,2018-04-01,1750000.0
p-42ce7e31c,2018-04-01,1730000.0
p-48db4df02,2018-04-01,628000.0
p-6729a1342,2018-04-01,650000.0
p-c170407b1,2018-04-01,700000.0
p-ec2abaf1c,2018-04-01,828000.0
p-4594a40b6,2018-04-01,1390000.0
p-647c10fa6,2018-04-01,975000.0
p-159a2338b,2018-04-01,3200000.0
p-0d7629745,2018-04-01,1480000.0
p-6a0d1026e,2018-04-01,1090000.0
p-ca579febb,2018-04-01,1350000.0
p-cd456f2e2,2018-04-01,958000.0
p-d6b007a65,2018-04-01,1330000.0
p-7bdfe4469,2018-04-01,3110000.0
p-990a4b372,2018-04-01,1078300.0
p-87916fbcf,2018-04-01,2200000.0
p-7d8ab8206,2018-04-01,1900000.0
p-b16fabfc2,2018-04-01,2388000.0
p-142deb78b,2018-04-01,1310000.0
p-4a0170212,2018-04-01,1610000.0
p-bcc058701,2018-04-01,1360000.0
p-cee20ab64,2018-04-01,730000.0
p-53f608719,2018-04-01,1223000.0
p-ad9d30b28,2018-04-01,6199200.0
p-ebd8cd284,2018-04-01,2100000.0
p-aeb9f8f3d,2018-04-01,600000.0
p-fdc854d37,2018-04-01,1840000.0
p-de6b81dfd,2018-04-01,1615000.0
p-21bc4c69e,2018-04-01,920000.0
p-1d32d6524,2018-04-01,2207500.0
p-923277ef6,2018-04-01,1400000.0
p-45f115488,2018-04-01,9600000.0
p-56a999497,2018-04-01,2550000.0
p-b284db2e2,2018-04-01,885000.0
p-ee0a768ec,2018-04-01,585000.0
p-f11c38264,2018-04-01,2678000.0
p-6eb1f9abc,2018-04-01,980000.0
p-090d43f76,2018-04-01,1460200.0
p-cd2760176,2018-04-01,948000.0
p-37ebd6f1b,2018-04-01,1680000.0
p-3387b188d,2018-04-01,2420000.0
p-e22ee9be7,2018-04-01,8600000.0
p-28352ad9c,2018-04-01,1300000.0
p-56604c687,2018-04-01,1258000.0
p-9f3e7483d,2018-04-01,815000.0
p-50ca93932,2018-04-01,1138000.0
p-07739949c,2018-04-01,1000000.0
p-bde7ffc1b,2018-04-01,1450000.0
p-f60a20b04,2018-04-01,1638000.0
p-f47ce8be3,2018-04-01,990000.0
p-abbb8ae56,2018-04-01,980000.0
p-56be7ab68,2018-04-01,4648000.0
p-b4ab1688c,2018-04-01,1140000.0
p-28fbfd28b,2018-04-01,1618000.0
p-f4da144ba,2018-04-01,750000.0
p-248fad008,2018-04-01,2080000.0
p-924bc6690,2018-04-01,750000.0
p-e4ab8d8ec,2018-04-01,7200000.0
p-9caefbf4f,2018-04-01,1410000.0
p-17b6b0977,2018-04-01,770000.0
p-226407641,2018-04-01,3500000.0
p-babe35daa,2018-04-01,1300000.0
p-927207a67,2018-04-01,2880000.0
p-fdbb6e2d3,2018-04-01,1555888.0
p-c3a32e0ce,2018-04-01,2338888.0
p-21344975e,2018-04-01,2486000.0
p-d6edcbb61,2018-04-01,1080000.0
p-e6e37dc65,2018-04-01,995000.0
p-746f69797,2018-04-01,1210000.0
p-b10a4cf64,2018-04-01,8100000.0
p-0a5045947,2018-04-01,2200000.0
p-6e1162197,2018-04-01,2250000.0
p-c5853895d,2018-04-01,1360000.0
p-c51701344,2018-04-01,1500000.0
p-98dc28893,2018-04-01,1560000.0
p-1bf5f2699,2018-04-01,1100000.0
p-2ef354a06,2018-04-01,955000.0
p-0aacfe167,2018-04-01,1023000.0
p-4437d6a42,2018-04-01,2950000.0
p-b5fe504fc,2018-04-01,1180000.0
p-4a2cb037c,2018-04-01,945000.0
p-2bf8b95ec,2018-04-01,1280000.0
p-d785bf899,2018-04-01,1690000.0
p-0a5d822a1,2018-04-01,1175000.0
p-91196c6b6,2018-04-01,820000.0
p-9220d7829,2018-04-01,1967800.0
p-85562c252,2018-04-01,2700000.0
p-3f54e501e,2018-04-01,943888.0
p-4c2e2c84a,2018-04-01,860000.0
p-158425dd7,2018-04-01,1200000.0
p-61be93cdd,2018-04-01,953000.0
p-437bf9f97,2018-04-01,1375000.0
p-4ea4bee00,2018-04-01,1112000.0
p-6195c5596,2018-04-01,1890000.0
p-43aa115fe,2018-04-01,1050000.0
p-c48d7efc3,2018-04-01,2680000.0
p-960b36cb9,2018-04-01,1740000.0
p-2cfbfcd07,2018-04-01,1525000.0
p-8c98a53a1,2018-04-01,712000.0
p-40b7b40ae,2018-04-01,1000000.0
p-d6d4f7dc0,2018-04-01,1080000.0
p-83c4314bf,2018-04-01,1550000.0
p-25cdb026f,2018-04-01,1120000.0
p-d2f1ff573,2018-04-01,2290000.0
p-d6fc5fdcc,2018-04-01,1100000.0
p-cd4833b15,2018-04-01,1180000.0
p-73850f140,2018-04-01,1388888.0
p-f20249fc0,2018-04-01,1910000.0
p-1f924a2dc,2018-04-01,2500000.0
p-bd6d480cc,2018-04-01,1600000.0
p-e53da31eb,2018-04-01,5904000.0
p-6d7f5ea2e,2018-04-01,2641000.0
p-4f33aba44,2018-04-01,1550000.0
p-5cd1114a6,2018-04-01,1325000.0
p-ac2de243e,2018-04-01,1070000.0
p-c1fd84c5e,2018-04-01,2000000.0
p-cb746b6d0,2018-04-01,5000000.0
p-6f9a00577,2018-04-01,2859000.0
p-3623a5965,2018-04-01,685000.0
p-3bac460ce,2018-04-01,1250000.0
p-5a7924008,2018-04-01,3400000.0
p-3add1291c,2018-04-01,1600000.0
p-9b5d2057f,2018-04-01,1135000.0
p-dcee4b17b,2018-04-01,910000.0
p-65282e56e,2018-04-01,1520000.0
p-23b80e0cf,2018-04-01,1250000.0
p-4eba12425,2018-04-01,1070000.0
p-a5e820f04,2018-04-01,2300000.0
p-f26bb3c0e,2018-04-01,958000.0
p-3e685a635,2018-04-01,1040001.0
p-08e131fb5,2018-04-01,1525000.0
p-6e3256f3d,2018-04-01,2808100.0
p-80d4150cd,2018-04-01,1350000.0
p-637e8b0ba,2018-04-01,1400000.0
p-940f699c5,2018-04-01,2120000.0
p-db9de5865,2018-04-01,2900000.0
p-9b6ca0abb,2018-04-01,1750000.0
p-1d3c18432,2018-04-01,1705000.0
p-71d414068,2018-04-01,5000000.0
p-0ab38846e,2018-04-01,2555000.0
p-c0bfd99ab,2018-04-01,2380000.0
p-b0a7e88d1,2018-04-01,1185000.0
p-52d5f64bf,2018-04-01,1570000.0
p-44ab59cc2,2018-04-01,1190000.0
p-269d11b6c,2018-04-01,1300000.0
p-e51646a4e,2018-04-01,1208888.0
p-4602c5d8c,2018-04-01,1038000.0
p-7afad3d2a,2018-04-01,2300000.0
p-b663f83f9,2018-04-01,958000.0
p-c4bd34e24,2018-04-01,1600000.0
p-567733c24,2018-04-01,1550000.0
p-9c52976b9,2018-04-01,1150000.0
p-7bdedc33b,2018-04-01,2680000.0
p-7a214693c,2018-04-01,790000.0
p-b145459b0,2018-04-01,1900000.0
p-e027a9601,2018-04-01,1388000.0
p-ad624d38c,2018-04-01,950000.0
p-f595f344b,2018-04-01,2020000.0
p-33c3b4951,2018-04-01,1350000.0
p-a0e78e03d,2018-04-01,5250000.0
p-6f0d15128,2018-04-01,4500000.0
p-e612ae368,2018-04-01,2950000.0
p-e687862ad,2018-04-01,1700000.0
p-e07e6654c,2018-04-01,2800000.0
p-c5ae38fab,2018-04-01,1280000.0
p-180b264b2,2018-04-01,1165000.0
p-fee163b1a,2018-04-01,1380000.0
p-aad55e309,2018-04-01,1160000.0
p-94c9e9ddc,2018-04-01,2558888.0
p-960106592,2018-04-01,3600000.0
p-a56ebe42f,2018-04-01,2850000.0
p-812d4352a,2018-04-01,880000.0
p-3b39b96cd,2018-04-01,2995000.0
p-d6646bf6b,2018-04-01,3600000.0
p-d5baf1612,2018-04-01,829000.0
p-6df32c4df,2018-04-01,1200000.0
p-0e130725e,2018-04-01,2168000.0
p-a71da8a7e,2018-04-01,3250000.0
p-231bc5a1f,2018-04-01,950000.0
